"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","HUR","TOT","PC_LF","Q","1998-Q2",3.333333,
"NOR","HUR","TOT","PC_LF","Q","1998-Q3",3,
"NOR","HUR","TOT","PC_LF","Q","1998-Q4",2.8,
"NOR","HUR","TOT","PC_LF","Q","1999-Q1",2.766667,
"NOR","HUR","TOT","PC_LF","Q","1999-Q2",2.866667,
"NOR","HUR","TOT","PC_LF","Q","1999-Q3",3.133333,
"NOR","HUR","TOT","PC_LF","Q","1999-Q4",3.4,
"NOR","HUR","TOT","PC_LF","Q","2000-Q1",3.366667,
"NOR","HUR","TOT","PC_LF","Q","2000-Q2",3.066667,
"NOR","HUR","TOT","PC_LF","Q","2000-Q3",3.233333,
"NOR","HUR","TOT","PC_LF","Q","2000-Q4",3.3,
"NOR","HUR","TOT","PC_LF","Q","2001-Q1",3.333333,
"NOR","HUR","TOT","PC_LF","Q","2001-Q2",3.266667,
"NOR","HUR","TOT","PC_LF","Q","2001-Q3",3.466667,
"NOR","HUR","TOT","PC_LF","Q","2001-Q4",3.633333,
"NOR","HUR","TOT","PC_LF","Q","2002-Q1",3.7,
"NOR","HUR","TOT","PC_LF","Q","2002-Q2",3.666667,
"NOR","HUR","TOT","PC_LF","Q","2002-Q3",3.566667,
"NOR","HUR","TOT","PC_LF","Q","2002-Q4",3.8,
"NOR","HUR","TOT","PC_LF","Q","2003-Q1",3.966667,
"NOR","HUR","TOT","PC_LF","Q","2003-Q2",4.233333,
"NOR","HUR","TOT","PC_LF","Q","2003-Q3",4.366667,
"NOR","HUR","TOT","PC_LF","Q","2003-Q4",4.333333,
"NOR","HUR","TOT","PC_LF","Q","2004-Q1",4.166667,
"NOR","HUR","TOT","PC_LF","Q","2004-Q2",4.233333,
"NOR","HUR","TOT","PC_LF","Q","2004-Q3",4.366667,
"NOR","HUR","TOT","PC_LF","Q","2004-Q4",4.4,
"NOR","HUR","TOT","PC_LF","Q","2005-Q1",4.5,
"NOR","HUR","TOT","PC_LF","Q","2005-Q2",4.6,
"NOR","HUR","TOT","PC_LF","Q","2005-Q3",4.6,
"NOR","HUR","TOT","PC_LF","Q","2005-Q4",4.4,
"NOR","HUR","TOT","PC_LF","Q","2006-Q1",3.9,
"NOR","HUR","TOT","PC_LF","Q","2006-Q2",3.633333,
"NOR","HUR","TOT","PC_LF","Q","2006-Q3",3.3,
"NOR","HUR","TOT","PC_LF","Q","2006-Q4",2.866667,
"NOR","HUR","TOT","PC_LF","Q","2007-Q1",2.7,
"NOR","HUR","TOT","PC_LF","Q","2007-Q2",2.5,
"NOR","HUR","TOT","PC_LF","Q","2007-Q3",2.5,
"NOR","HUR","TOT","PC_LF","Q","2007-Q4",2.466667,
"NOR","HUR","TOT","PC_LF","Q","2008-Q1",2.466667,
"NOR","HUR","TOT","PC_LF","Q","2008-Q2",2.566667,
"NOR","HUR","TOT","PC_LF","Q","2008-Q3",2.833333,
"NOR","HUR","TOT","PC_LF","Q","2008-Q4",3.066667,
"NOR","HUR","TOT","PC_LF","Q","2009-Q1",3.066667,
"NOR","HUR","TOT","PC_LF","Q","2009-Q2",3.266667,
"NOR","HUR","TOT","PC_LF","Q","2009-Q3",3.3,
"NOR","HUR","TOT","PC_LF","Q","2009-Q4",3.5,
"NOR","HUR","TOT","PC_LF","Q","2010-Q1",3.766667,
"NOR","HUR","TOT","PC_LF","Q","2010-Q2",3.866667,
"NOR","HUR","TOT","PC_LF","Q","2010-Q3",3.7,
"NOR","HUR","TOT","PC_LF","Q","2010-Q4",3.6,
"NOR","HUR","TOT","PC_LF","Q","2011-Q1",3.3,
"NOR","HUR","TOT","PC_LF","Q","2011-Q2",3.4,
"NOR","HUR","TOT","PC_LF","Q","2011-Q3",3.433333,
"NOR","HUR","TOT","PC_LF","Q","2011-Q4",3.5,
"NOR","HUR","TOT","PC_LF","Q","2012-Q1",3.266667,
"NOR","HUR","TOT","PC_LF","Q","2012-Q2",3.166667,
"NOR","HUR","TOT","PC_LF","Q","2012-Q3",3.233333,
"NOR","HUR","TOT","PC_LF","Q","2012-Q4",3.5,
"NOR","HUR","TOT","PC_LF","Q","2013-Q1",3.733333,
"NOR","HUR","TOT","PC_LF","Q","2013-Q2",3.7,
"NOR","HUR","TOT","PC_LF","Q","2013-Q3",3.766667,
"NOR","HUR","TOT","PC_LF","Q","2013-Q4",3.833333,
"NOR","HUR","TOT","PC_LF","Q","2014-Q1",3.533333,
"NOR","HUR","TOT","PC_LF","Q","2014-Q2",3.4,
"NOR","HUR","TOT","PC_LF","Q","2014-Q3",3.733333,
"NOR","HUR","TOT","PC_LF","Q","2014-Q4",3.866667,
"NOR","HUR","TOT","PC_LF","Q","2015-Q1",4.266667,
"NOR","HUR","TOT","PC_LF","Q","2015-Q2",4.5,
"NOR","HUR","TOT","PC_LF","Q","2015-Q3",4.566667,
"NOR","HUR","TOT","PC_LF","Q","2015-Q4",4.733333,
"NOR","HUR","TOT","PC_LF","Q","2016-Q1",5.033333,
"NOR","HUR","TOT","PC_LF","Q","2016-Q2",4.8,
"NOR","HUR","TOT","PC_LF","Q","2016-Q3",4.766667,
"NOR","HUR","TOT","PC_LF","Q","2016-Q4",4.433333,
"NOR","HUR","TOT","PC_LF","Q","2017-Q1",4.3,
"NOR","HUR","TOT","PC_LF","Q","2017-Q2",4.433333,
"NOR","HUR","TOT","PC_LF","Q","2017-Q3",4.1,
"NOR","HUR","TOT","PC_LF","Q","2017-Q4",3.966667,
"NOR","HUR","TOT","PC_LF","Q","2018-Q1",3.933333,
"NOR","HUR","TOT","PC_LF","Q","2018-Q2",3.866667,
"NOR","HUR","TOT","PC_LF","Q","2018-Q3",3.966667,
"NOR","HUR","TOT","PC_LF","Q","2018-Q4",3.766667,
"NOR","HUR","TOT","PC_LF","Q","2019-Q1",3.733333,
"NOR","HUR","TOT","PC_LF","Q","2019-Q2",3.433333,
"NOR","HUR","TOT","PC_LF","Q","2019-Q3",3.8,
"NOR","HUR","TOT","PC_LF","Q","2019-Q4",3.9,
"NOR","HUR","TOT","PC_LF","Q","2020-Q1",3.6,
"NOR","HUR","TOT","PC_LF","Q","2020-Q2",4.633333,
"NOR","HUR","TOT","PC_LF","Q","2020-Q3",5.2,
"POL","HUR","TOT","PC_LF","Q","1997-Q1",11.53333,
"POL","HUR","TOT","PC_LF","Q","1997-Q2",10.96667,
"POL","HUR","TOT","PC_LF","Q","1997-Q3",10.66667,
"POL","HUR","TOT","PC_LF","Q","1997-Q4",10.23333,
"POL","HUR","TOT","PC_LF","Q","1998-Q1",9.9,
"POL","HUR","TOT","PC_LF","Q","1998-Q2",9.9,
"POL","HUR","TOT","PC_LF","Q","1998-Q3",10.23333,
"POL","HUR","TOT","PC_LF","Q","1998-Q4",10.8,
"POL","HUR","TOT","PC_LF","Q","1999-Q1",11.93333,
"POL","HUR","TOT","PC_LF","Q","1999-Q2",12.93333,
"POL","HUR","TOT","PC_LF","Q","1999-Q3",13.83333,
"POL","HUR","TOT","PC_LF","Q","1999-Q4",14.8,
"POL","HUR","TOT","PC_LF","Q","2000-Q1",15.8,
"POL","HUR","TOT","PC_LF","Q","2000-Q2",16.2,
"POL","HUR","TOT","PC_LF","Q","2000-Q3",15.96667,
"POL","HUR","TOT","PC_LF","Q","2000-Q4",16.5,
"POL","HUR","TOT","PC_LF","Q","2001-Q1",17.4,
"POL","HUR","TOT","PC_LF","Q","2001-Q2",18.33333,
"POL","HUR","TOT","PC_LF","Q","2001-Q3",18.46667,
"POL","HUR","TOT","PC_LF","Q","2001-Q4",19.03333,
"POL","HUR","TOT","PC_LF","Q","2002-Q1",19.46667,
"POL","HUR","TOT","PC_LF","Q","2002-Q2",19.96667,
"POL","HUR","TOT","PC_LF","Q","2002-Q3",20.46667,
"POL","HUR","TOT","PC_LF","Q","2002-Q4",20.26667,
"POL","HUR","TOT","PC_LF","Q","2003-Q1",19.76667,
"POL","HUR","TOT","PC_LF","Q","2003-Q2",19.56667,
"POL","HUR","TOT","PC_LF","Q","2003-Q3",19.93333,
"POL","HUR","TOT","PC_LF","Q","2003-Q4",19.76667,
"POL","HUR","TOT","PC_LF","Q","2004-Q1",19.9,
"POL","HUR","TOT","PC_LF","Q","2004-Q2",19.33333,
"POL","HUR","TOT","PC_LF","Q","2004-Q3",18.86667,
"POL","HUR","TOT","PC_LF","Q","2004-Q4",18.43333,
"POL","HUR","TOT","PC_LF","Q","2005-Q1",18.2,
"POL","HUR","TOT","PC_LF","Q","2005-Q2",18.4,
"POL","HUR","TOT","PC_LF","Q","2005-Q3",18,
"POL","HUR","TOT","PC_LF","Q","2005-Q4",17.06667,
"POL","HUR","TOT","PC_LF","Q","2006-Q1",15.5,
"POL","HUR","TOT","PC_LF","Q","2006-Q2",14.36667,
"POL","HUR","TOT","PC_LF","Q","2006-Q3",13.5,
"POL","HUR","TOT","PC_LF","Q","2006-Q4",12.4,
"POL","HUR","TOT","PC_LF","Q","2007-Q1",10.76667,
"POL","HUR","TOT","PC_LF","Q","2007-Q2",9.733334,
"POL","HUR","TOT","PC_LF","Q","2007-Q3",9.3,
"POL","HUR","TOT","PC_LF","Q","2007-Q4",8.633333,
"POL","HUR","TOT","PC_LF","Q","2008-Q1",7.533333,
"POL","HUR","TOT","PC_LF","Q","2008-Q2",7.133333,
"POL","HUR","TOT","PC_LF","Q","2008-Q3",6.8,
"POL","HUR","TOT","PC_LF","Q","2008-Q4",6.8,
"POL","HUR","TOT","PC_LF","Q","2009-Q1",7.666667,
"POL","HUR","TOT","PC_LF","Q","2009-Q2",7.933333,
"POL","HUR","TOT","PC_LF","Q","2009-Q3",8.3,
"POL","HUR","TOT","PC_LF","Q","2009-Q4",8.666667,
"POL","HUR","TOT","PC_LF","Q","2010-Q1",9.9,
"POL","HUR","TOT","PC_LF","Q","2010-Q2",9.666667,
"POL","HUR","TOT","PC_LF","Q","2010-Q3",9.5,
"POL","HUR","TOT","PC_LF","Q","2010-Q4",9.533334,
"POL","HUR","TOT","PC_LF","Q","2011-Q1",9.366667,
"POL","HUR","TOT","PC_LF","Q","2011-Q2",9.6,
"POL","HUR","TOT","PC_LF","Q","2011-Q3",9.733334,
"POL","HUR","TOT","PC_LF","Q","2011-Q4",9.9,
"POL","HUR","TOT","PC_LF","Q","2012-Q1",9.9,
"POL","HUR","TOT","PC_LF","Q","2012-Q2",10.1,
"POL","HUR","TOT","PC_LF","Q","2012-Q3",10.26667,
"POL","HUR","TOT","PC_LF","Q","2012-Q4",10.26667,
"POL","HUR","TOT","PC_LF","Q","2013-Q1",10.6,
"POL","HUR","TOT","PC_LF","Q","2013-Q2",10.6,
"POL","HUR","TOT","PC_LF","Q","2013-Q3",10.23333,
"POL","HUR","TOT","PC_LF","Q","2013-Q4",9.9,
"POL","HUR","TOT","PC_LF","Q","2014-Q1",9.933333,
"POL","HUR","TOT","PC_LF","Q","2014-Q2",9.3,
"POL","HUR","TOT","PC_LF","Q","2014-Q3",8.5,
"POL","HUR","TOT","PC_LF","Q","2014-Q4",8.266666,
"POL","HUR","TOT","PC_LF","Q","2015-Q1",8.066667,
"POL","HUR","TOT","PC_LF","Q","2015-Q2",7.566667,
"POL","HUR","TOT","PC_LF","Q","2015-Q3",7.3,
"POL","HUR","TOT","PC_LF","Q","2015-Q4",7,
"POL","HUR","TOT","PC_LF","Q","2016-Q1",6.6,
"POL","HUR","TOT","PC_LF","Q","2016-Q2",6.333333,
"POL","HUR","TOT","PC_LF","Q","2016-Q3",6.1,
"POL","HUR","TOT","PC_LF","Q","2016-Q4",5.6,
"POL","HUR","TOT","PC_LF","Q","2017-Q1",5.1,
"POL","HUR","TOT","PC_LF","Q","2017-Q2",5.066667,
"POL","HUR","TOT","PC_LF","Q","2017-Q3",4.833333,
"POL","HUR","TOT","PC_LF","Q","2017-Q4",4.466667,
"POL","HUR","TOT","PC_LF","Q","2018-Q1",3.933333,
"POL","HUR","TOT","PC_LF","Q","2018-Q2",3.733333,
"POL","HUR","TOT","PC_LF","Q","2018-Q3",3.9,
"POL","HUR","TOT","PC_LF","Q","2018-Q4",3.8,
"POL","HUR","TOT","PC_LF","Q","2019-Q1",3.733333,
"POL","HUR","TOT","PC_LF","Q","2019-Q2",3.333333,
"POL","HUR","TOT","PC_LF","Q","2019-Q3",3.133333,
"POL","HUR","TOT","PC_LF","Q","2019-Q4",2.933333,
"POL","HUR","TOT","PC_LF","Q","2020-Q1",3,
"POL","HUR","TOT","PC_LF","Q","2020-Q2",3.266667,
"POL","HUR","TOT","PC_LF","Q","2020-Q3",3.333333,
"PRT","HUR","TOT","PC_LF","Q","1989-Q2",6.066667,
"PRT","HUR","TOT","PC_LF","Q","1989-Q3",5.966667,
"PRT","HUR","TOT","PC_LF","Q","1989-Q4",5.8,
"PRT","HUR","TOT","PC_LF","Q","1990-Q1",5.866667,
"PRT","HUR","TOT","PC_LF","Q","1990-Q2",5.466667,
"PRT","HUR","TOT","PC_LF","Q","1990-Q3",5.766667,
"PRT","HUR","TOT","PC_LF","Q","1990-Q4",5.4,
"PRT","HUR","TOT","PC_LF","Q","1991-Q1",5.033333,
"PRT","HUR","TOT","PC_LF","Q","1991-Q2",4.9,
"PRT","HUR","TOT","PC_LF","Q","1991-Q3",5.2,
"PRT","HUR","TOT","PC_LF","Q","1991-Q4",5.033333,
"PRT","HUR","TOT","PC_LF","Q","1992-Q1",4.8,
"PRT","HUR","TOT","PC_LF","Q","1992-Q2",4.9,
"PRT","HUR","TOT","PC_LF","Q","1992-Q3",5.033333,
"PRT","HUR","TOT","PC_LF","Q","1992-Q4",5.233333,
"PRT","HUR","TOT","PC_LF","Q","1993-Q1",5.7,
"PRT","HUR","TOT","PC_LF","Q","1993-Q2",6.2,
"PRT","HUR","TOT","PC_LF","Q","1993-Q3",6.5,
"PRT","HUR","TOT","PC_LF","Q","1993-Q4",6.833333,
"PRT","HUR","TOT","PC_LF","Q","1994-Q1",7.3,
"PRT","HUR","TOT","PC_LF","Q","1994-Q2",7.566667,
"PRT","HUR","TOT","PC_LF","Q","1994-Q3",7.666667,
"PRT","HUR","TOT","PC_LF","Q","1994-Q4",7.8,
"PRT","HUR","TOT","PC_LF","Q","1995-Q1",7.966667,
"PRT","HUR","TOT","PC_LF","Q","1995-Q2",7.9,
"PRT","HUR","TOT","PC_LF","Q","1995-Q3",7.8,
"PRT","HUR","TOT","PC_LF","Q","1995-Q4",8,
"PRT","HUR","TOT","PC_LF","Q","1996-Q1",8.033334,
"PRT","HUR","TOT","PC_LF","Q","1996-Q2",8.166667,
"PRT","HUR","TOT","PC_LF","Q","1996-Q3",7.933333,
"PRT","HUR","TOT","PC_LF","Q","1996-Q4",7.833333,
"PRT","HUR","TOT","PC_LF","Q","1997-Q1",7.833333,
"PRT","HUR","TOT","PC_LF","Q","1997-Q2",7.433333,
"PRT","HUR","TOT","PC_LF","Q","1997-Q3",7.566667,
"PRT","HUR","TOT","PC_LF","Q","1997-Q4",7.2,
"PRT","HUR","TOT","PC_LF","Q","1998-Q1",6.8,
"PRT","HUR","TOT","PC_LF","Q","1998-Q2",6.133333,
"PRT","HUR","TOT","PC_LF","Q","1998-Q3",5.9,
"PRT","HUR","TOT","PC_LF","Q","1998-Q4",5.7,
"PRT","HUR","TOT","PC_LF","Q","1999-Q1",5.666667,
"PRT","HUR","TOT","PC_LF","Q","1999-Q2",5.866667,
"PRT","HUR","TOT","PC_LF","Q","1999-Q3",5.466667,
"PRT","HUR","TOT","PC_LF","Q","1999-Q4",5.2,
"PRT","HUR","TOT","PC_LF","Q","2000-Q1",5.3,
"PRT","HUR","TOT","PC_LF","Q","2000-Q2",5.066667,
"PRT","HUR","TOT","PC_LF","Q","2000-Q3",5.1,
"PRT","HUR","TOT","PC_LF","Q","2000-Q4",4.866667,
"PRT","HUR","TOT","PC_LF","Q","2001-Q1",5.033333,
"PRT","HUR","TOT","PC_LF","Q","2001-Q2",5.2,
"PRT","HUR","TOT","PC_LF","Q","2001-Q3",5.166667,
"PRT","HUR","TOT","PC_LF","Q","2001-Q4",5.1,
"PRT","HUR","TOT","PC_LF","Q","2002-Q1",5.366667,
"PRT","HUR","TOT","PC_LF","Q","2002-Q2",5.866667,
"PRT","HUR","TOT","PC_LF","Q","2002-Q3",6.333333,
"PRT","HUR","TOT","PC_LF","Q","2002-Q4",7.066667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q1",7.266667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q2",7.466667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q3",7.4,
"PRT","HUR","TOT","PC_LF","Q","2003-Q4",7.466667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q1",7.266667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q2",7.666667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q3",8,
"PRT","HUR","TOT","PC_LF","Q","2004-Q4",8.166667,
"PRT","HUR","TOT","PC_LF","Q","2005-Q1",8.4,
"PRT","HUR","TOT","PC_LF","Q","2005-Q2",8.7,
"PRT","HUR","TOT","PC_LF","Q","2005-Q3",9.033334,
"PRT","HUR","TOT","PC_LF","Q","2005-Q4",8.966666,
"PRT","HUR","TOT","PC_LF","Q","2006-Q1",8.7,
"PRT","HUR","TOT","PC_LF","Q","2006-Q2",8.7,
"PRT","HUR","TOT","PC_LF","Q","2006-Q3",8.9,
"PRT","HUR","TOT","PC_LF","Q","2006-Q4",9.266666,
"PRT","HUR","TOT","PC_LF","Q","2007-Q1",9.266666,
"PRT","HUR","TOT","PC_LF","Q","2007-Q2",9.3,
"PRT","HUR","TOT","PC_LF","Q","2007-Q3",9.066667,
"PRT","HUR","TOT","PC_LF","Q","2007-Q4",8.866667,
"PRT","HUR","TOT","PC_LF","Q","2008-Q1",8.566667,
"PRT","HUR","TOT","PC_LF","Q","2008-Q2",8.633333,
"PRT","HUR","TOT","PC_LF","Q","2008-Q3",8.866667,
"PRT","HUR","TOT","PC_LF","Q","2008-Q4",9,
"PRT","HUR","TOT","PC_LF","Q","2009-Q1",9.733334,
"PRT","HUR","TOT","PC_LF","Q","2009-Q2",10.53333,
"PRT","HUR","TOT","PC_LF","Q","2009-Q3",11.16667,
"PRT","HUR","TOT","PC_LF","Q","2009-Q4",11.26667,
"PRT","HUR","TOT","PC_LF","Q","2010-Q1",11.43333,
"PRT","HUR","TOT","PC_LF","Q","2010-Q2",12.13333,
"PRT","HUR","TOT","PC_LF","Q","2010-Q3",12.36667,
"PRT","HUR","TOT","PC_LF","Q","2010-Q4",12.16667,
"PRT","HUR","TOT","PC_LF","Q","2011-Q1",12.26667,
"PRT","HUR","TOT","PC_LF","Q","2011-Q2",12.43333,
"PRT","HUR","TOT","PC_LF","Q","2011-Q3",12.86667,
"PRT","HUR","TOT","PC_LF","Q","2011-Q4",13.96667,
"PRT","HUR","TOT","PC_LF","Q","2012-Q1",14.63333,
"PRT","HUR","TOT","PC_LF","Q","2012-Q2",15.43333,
"PRT","HUR","TOT","PC_LF","Q","2012-Q3",16.06667,
"PRT","HUR","TOT","PC_LF","Q","2012-Q4",17,
"PRT","HUR","TOT","PC_LF","Q","2013-Q1",17.3,
"PRT","HUR","TOT","PC_LF","Q","2013-Q2",16.86667,
"PRT","HUR","TOT","PC_LF","Q","2013-Q3",16.2,
"PRT","HUR","TOT","PC_LF","Q","2013-Q4",15.33333,
"PRT","HUR","TOT","PC_LF","Q","2014-Q1",14.8,
"PRT","HUR","TOT","PC_LF","Q","2014-Q2",14.46667,
"PRT","HUR","TOT","PC_LF","Q","2014-Q3",13.73333,
"PRT","HUR","TOT","PC_LF","Q","2014-Q4",13.53333,
"PRT","HUR","TOT","PC_LF","Q","2015-Q1",13.36667,
"PRT","HUR","TOT","PC_LF","Q","2015-Q2",12.53333,
"PRT","HUR","TOT","PC_LF","Q","2015-Q3",12.4,
"PRT","HUR","TOT","PC_LF","Q","2015-Q4",12.23333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q1",12,
"PRT","HUR","TOT","PC_LF","Q","2016-Q2",11.33333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q3",10.93333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q4",10.43333,
"PRT","HUR","TOT","PC_LF","Q","2017-Q1",9.833333,
"PRT","HUR","TOT","PC_LF","Q","2017-Q2",9.3,
"PRT","HUR","TOT","PC_LF","Q","2017-Q3",8.8,
"PRT","HUR","TOT","PC_LF","Q","2017-Q4",8.133333,
"PRT","HUR","TOT","PC_LF","Q","2018-Q1",7.6,
"PRT","HUR","TOT","PC_LF","Q","2018-Q2",7.033333,
"PRT","HUR","TOT","PC_LF","Q","2018-Q3",6.833333,
"PRT","HUR","TOT","PC_LF","Q","2018-Q4",6.633333,
"PRT","HUR","TOT","PC_LF","Q","2019-Q1",6.5,
"PRT","HUR","TOT","PC_LF","Q","2019-Q2",6.6,
"PRT","HUR","TOT","PC_LF","Q","2019-Q3",6.466667,
"PRT","HUR","TOT","PC_LF","Q","2019-Q4",6.633333,
"PRT","HUR","TOT","PC_LF","Q","2020-Q1",6.466667,
"PRT","HUR","TOT","PC_LF","Q","2020-Q2",6.5,
"PRT","HUR","TOT","PC_LF","Q","2020-Q3",7.966667,
"SVK","HUR","TOT","PC_LF","Q","1998-Q1",12.16667,
"SVK","HUR","TOT","PC_LF","Q","1998-Q2",12.33333,
"SVK","HUR","TOT","PC_LF","Q","1998-Q3",13.03333,
"SVK","HUR","TOT","PC_LF","Q","1998-Q4",13.36667,
"SVK","HUR","TOT","PC_LF","Q","1999-Q1",14.8,
"SVK","HUR","TOT","PC_LF","Q","1999-Q2",16.1,
"SVK","HUR","TOT","PC_LF","Q","1999-Q3",17.03333,
"SVK","HUR","TOT","PC_LF","Q","1999-Q4",18.03333,
"SVK","HUR","TOT","PC_LF","Q","2000-Q1",18.5,
"SVK","HUR","TOT","PC_LF","Q","2000-Q2",19.16667,
"SVK","HUR","TOT","PC_LF","Q","2000-Q3",18.96667,
"SVK","HUR","TOT","PC_LF","Q","2000-Q4",18.96667,
"SVK","HUR","TOT","PC_LF","Q","2001-Q1",19.36667,
"SVK","HUR","TOT","PC_LF","Q","2001-Q2",19.53333,
"SVK","HUR","TOT","PC_LF","Q","2001-Q3",19.46667,
"SVK","HUR","TOT","PC_LF","Q","2001-Q4",19.46667,
"SVK","HUR","TOT","PC_LF","Q","2002-Q1",19,
"SVK","HUR","TOT","PC_LF","Q","2002-Q2",18.93333,
"SVK","HUR","TOT","PC_LF","Q","2002-Q3",18.76667,
"SVK","HUR","TOT","PC_LF","Q","2002-Q4",18.6,
"SVK","HUR","TOT","PC_LF","Q","2003-Q1",18,
"SVK","HUR","TOT","PC_LF","Q","2003-Q2",17.33333,
"SVK","HUR","TOT","PC_LF","Q","2003-Q3",17.5,
"SVK","HUR","TOT","PC_LF","Q","2003-Q4",17.96667,
"SVK","HUR","TOT","PC_LF","Q","2004-Q1",18.9,
"SVK","HUR","TOT","PC_LF","Q","2004-Q2",18.8,
"SVK","HUR","TOT","PC_LF","Q","2004-Q3",18.03333,
"SVK","HUR","TOT","PC_LF","Q","2004-Q4",17.7,
"SVK","HUR","TOT","PC_LF","Q","2005-Q1",17.13333,
"SVK","HUR","TOT","PC_LF","Q","2005-Q2",16.53333,
"SVK","HUR","TOT","PC_LF","Q","2005-Q3",16.06667,
"SVK","HUR","TOT","PC_LF","Q","2005-Q4",15.7,
"SVK","HUR","TOT","PC_LF","Q","2006-Q1",14.63333,
"SVK","HUR","TOT","PC_LF","Q","2006-Q2",13.7,
"SVK","HUR","TOT","PC_LF","Q","2006-Q3",13.06667,
"SVK","HUR","TOT","PC_LF","Q","2006-Q4",12.36667,
"SVK","HUR","TOT","PC_LF","Q","2007-Q1",11.43333,
"SVK","HUR","TOT","PC_LF","Q","2007-Q2",11.33333,
"SVK","HUR","TOT","PC_LF","Q","2007-Q3",11.43333,
"SVK","HUR","TOT","PC_LF","Q","2007-Q4",10.66667,
"SVK","HUR","TOT","PC_LF","Q","2008-Q1",10.3,
"SVK","HUR","TOT","PC_LF","Q","2008-Q2",10.1,
"SVK","HUR","TOT","PC_LF","Q","2008-Q3",9.066667,
"SVK","HUR","TOT","PC_LF","Q","2008-Q4",8.9,
"SVK","HUR","TOT","PC_LF","Q","2009-Q1",10.16667,
"SVK","HUR","TOT","PC_LF","Q","2009-Q2",11.4,
"SVK","HUR","TOT","PC_LF","Q","2009-Q3",12.73333,
"SVK","HUR","TOT","PC_LF","Q","2009-Q4",14.06667,
"SVK","HUR","TOT","PC_LF","Q","2010-Q1",14.93333,
"SVK","HUR","TOT","PC_LF","Q","2010-Q2",14.7,
"SVK","HUR","TOT","PC_LF","Q","2010-Q3",14.36667,
"SVK","HUR","TOT","PC_LF","Q","2010-Q4",13.93333,
"SVK","HUR","TOT","PC_LF","Q","2011-Q1",13.76667,
"SVK","HUR","TOT","PC_LF","Q","2011-Q2",13.6,
"SVK","HUR","TOT","PC_LF","Q","2011-Q3",13.53333,
"SVK","HUR","TOT","PC_LF","Q","2011-Q4",13.8,
"SVK","HUR","TOT","PC_LF","Q","2012-Q1",13.86667,
"SVK","HUR","TOT","PC_LF","Q","2012-Q2",13.9,
"SVK","HUR","TOT","PC_LF","Q","2012-Q3",13.93333,
"SVK","HUR","TOT","PC_LF","Q","2012-Q4",14.2,
"SVK","HUR","TOT","PC_LF","Q","2013-Q1",14.36667,
"SVK","HUR","TOT","PC_LF","Q","2013-Q2",14.4,
"SVK","HUR","TOT","PC_LF","Q","2013-Q3",14.2,
"SVK","HUR","TOT","PC_LF","Q","2013-Q4",14.06667,
"SVK","HUR","TOT","PC_LF","Q","2014-Q1",13.8,
"SVK","HUR","TOT","PC_LF","Q","2014-Q2",13.46667,
"SVK","HUR","TOT","PC_LF","Q","2014-Q3",12.96667,
"SVK","HUR","TOT","PC_LF","Q","2014-Q4",12.5,
"SVK","HUR","TOT","PC_LF","Q","2015-Q1",12.2,
"SVK","HUR","TOT","PC_LF","Q","2015-Q2",11.6,
"SVK","HUR","TOT","PC_LF","Q","2015-Q3",11.3,
"SVK","HUR","TOT","PC_LF","Q","2015-Q4",10.83333,
"SVK","HUR","TOT","PC_LF","Q","2016-Q1",10.33333,
"SVK","HUR","TOT","PC_LF","Q","2016-Q2",9.866667,
"SVK","HUR","TOT","PC_LF","Q","2016-Q3",9.5,
"SVK","HUR","TOT","PC_LF","Q","2016-Q4",9.033334,
"SVK","HUR","TOT","PC_LF","Q","2017-Q1",8.633333,
"SVK","HUR","TOT","PC_LF","Q","2017-Q2",8.3,
"SVK","HUR","TOT","PC_LF","Q","2017-Q3",7.9,
"SVK","HUR","TOT","PC_LF","Q","2017-Q4",7.6,
"SVK","HUR","TOT","PC_LF","Q","2018-Q1",7.133333,
"SVK","HUR","TOT","PC_LF","Q","2018-Q2",6.7,
"SVK","HUR","TOT","PC_LF","Q","2018-Q3",6.333333,
"SVK","HUR","TOT","PC_LF","Q","2018-Q4",6,
"SVK","HUR","TOT","PC_LF","Q","2019-Q1",5.866667,
"SVK","HUR","TOT","PC_LF","Q","2019-Q2",5.766667,
"SVK","HUR","TOT","PC_LF","Q","2019-Q3",5.766667,
"SVK","HUR","TOT","PC_LF","Q","2019-Q4",5.633333,
"SVK","HUR","TOT","PC_LF","Q","2020-Q1",6,
"SVK","HUR","TOT","PC_LF","Q","2020-Q2",6.7,
"SVK","HUR","TOT","PC_LF","Q","2020-Q3",7.1,
"ESP","HUR","TOT","PC_LF","Q","1989-Q2",16.66667,
"ESP","HUR","TOT","PC_LF","Q","1989-Q3",16.13333,
"ESP","HUR","TOT","PC_LF","Q","1989-Q4",16.1,
"ESP","HUR","TOT","PC_LF","Q","1990-Q1",15.76667,
